сокол	со́ко́л
велесом	Ве́ле́сом
велесами	Ве́ле́сами
велесе	Ве́ле́се
велесах	Ве́ле́сах
имусь	и́му́сь
имись	и́ми́сь
имитесь	и́ми́тесь
взодрались	взодра́ли́сь
взодралось	взодра́ло́сь
бойна	бо́йна́
андерсеновский	а́ндерсе́новский
андерсеновское	а́ндерсе́новское
андерсеновская	а́ндерсе́новская
андерсеновские	а́ндерсе́новские
андерсеновского	а́ндерсе́новского
андерсеновской	а́ндерсе́новской
андерсеновских	а́ндерсе́новских
андерсеновскому	а́ндерсе́новскому
андерсеновским	а́ндерсе́новским
андерсеновскую	а́ндерсе́новскую
андерсеновскою	а́ндерсе́новскою
андерсеновскими	а́ндерсе́новскими
андерсеновском	а́ндерсе́новском
апраксия	апра́кси́я
апраксии	апра́кси́и
апраксий	апра́кси́й
апраксиям	апра́кси́ям
апраксию	апра́кси́ю
апраксией	апра́кси́ей
апраксиею	апра́кси́ею
апраксиями	апра́кси́ями
апраксиях	апра́кси́ях
вобрались	вобра́ли́сь
вобралось	вобра́ло́сь
воспринялся	восприня́лся́
воссоздался	воссозда́лся́
воссоздались	воссозда́ли́сь
воссоздалось	воссозда́ло́сь
баротропность	баротро́́пность
баротропности	баротро́́пности
баротропностей	баротро́́пностей
баротропностям	баротро́́пностям
баротропностью	баротро́́пностью
баротропностями	баротро́́пностями
баротропностях	баротро́́пностях
вигильность	виги́́льность
вигильности	виги́́льности
вигильностей	виги́́льностей
вигильностям	виги́́льностям
вигильностью	виги́́льностью
вигильностями	виги́́льностями
вигильностях	виги́́льностях
винилхлорид	винилхлори́́д
винилхлориды	винилхлори́́ды
винилхлорида	винилхлори́́да
винилхлоридов	винилхлори́́дов
винилхлориду	винилхлори́́ду
винилхлоридам	винилхлори́́дам
винилхлоридом	винилхлори́́дом
винилхлоридами	винилхлори́́дами
винилхлориде	винилхлори́́де
